Tên bảng,Tên trường,Mô tả,Khóa,Ghi chú (FK suy luận)
SECURITIESCOMPANY,ShortName,Tên viết tắt,,
SECURITIESCOMPANY,NaId,ID quốc gia. Dữ liệu lấy từ trường ID của bảng NATIONAL.,FK,FK → NATIONAL.Id
SECURITIESCOMPANY,Address,Địa chỉ,,
SECURITIESCOMPANY,Telephone,Điện thoại,,
SECURITIESCOMPANY,Fax,Fax,,
SECURITIESCOMPANY,Email,Email,,
SECURITIESCOMPANY,Website,Website,,
SECURITIESCOMPANY,IdNo,Số GPKD,,
SECURITIESCOMPANY,IdDate,Ngày cấp GPKD,,
SECURITIESCOMPANY,IdAdd,Nơi cấp GPKD,,
SECURITIESCOMPANY,RegNo,Số GPDC,,
SECURITIESCOMPANY,RegDate,Ngày cấp GPDC,,
SECURITIESCOMPANY,RegAdd,Nơi cấp GPDC,,
SECURITIESCOMPANY,Director,Tổng giám đốc,,
SECURITIESCOMPANY,Capital,Vốn điều lệ,,
SECURITIESCOMPANY,StatusId,ID trạng thái. Dữ liệu lấy từ trường ID của bảng STATUS.,FK,FK → STATUS.Id
SECURITIESCOMPANY,DepCert,Chứng nhận lưu ký,,
SECURITIESCOMPANY,Description,Ghi chú,,
SECURITIESCOMPANY,FileName,Tên file đính kèm,,
SECURITIESCOMPANY,FileData,File đính kèm,,
SECURITIESCOMPANY,IdOld,ID hệ thống cũ,,
SECURITIESCOMPANY,IsDataMigration,Trạng thái đồng bộ dữ liệu,,
SECCOMBUSINES,SecId,ID công ty chứng khoán. Dữ liệu lấy từ trường ID của bảng SECURITIESCOMPANY.,FK,FK → SECURITIESCOMPANY.Id
SECCOMBUSINES,BuId,ID nghiệp vụ kinh doanh. Dữ liệu lấy từ trường ID của bảng BUSINESS.,FK,FK → BUSINESS.Id
SECCOMTYPE,SecId,ID công ty chứng khoán. Dữ liệu lấy từ trường ID của bảng SECURITIESCOMPANY.,FK,FK → SECURITIESCOMPANY.Id
SECCOMTYPE,ComTypeId,ID loại hình công ty. Dữ liệu lấy từ trường ID của bảng COMPANYTYPE.,FK,FK → COMPANYTYPE.Id
BANKMONI,Id,ID bản ghi,PK,
BANKMONI,Deleted,Trạng thái xóa của bản ghi: 0: Không bị xóa 1: Bị xóa,,
BANKMONI,DateCreated,Ngày tạo,,
BANKMONI,CreatedBy,Người tạo,,
BANKMONI,DateModified,Ngày sửa,,
BANKMONI,ModifyBy,Người sửa,,
BANKMONI,Name,Tên ngân hàng,,
BANKMONI,EName,Tên tiếng Anh,,
BANKMONI,ShortName,Tên viết tắt,,
BANKMONI,NaId,ID quốc gia. Dữ liệu lấy từ trường ID của bảng NATIONAL.,FK,FK → NATIONAL.Id
BANKMONI,Address,Địa chỉ,,
BANKMONI,Telephone,Điện thoại,,
BANKMONI,Fax,Fax,,
BANKMONI,Email,Email,,
BANKMONI,Website,Website,,
BANKMONI,IdNo,Số GPKD,,
BANKMONI,IdDate,Ngày cấp GPKD,,
BANKMONI,IdAdd,Nơi cấp GPKD,,
BANKMONI,RegNo,Số GPDC,,
BANKMONI,RegDate,Ngày cấp GPDC,,
BANKMONI,RegAdd,Nơi cấp GPDC,,
BANKMONI,Director,Tổng giám đốc,,
BANKMONI,Capital,Vốn điều lệ,,
BANKMONI,StatusId,ID trạng thái. Dữ liệu lấy từ trường ID của bảng STATUS.,FK,FK → STATUS.Id
BANKMONI,DepCert,Chứng nhận lưu ký,,
BANKMONI,Description,Ghi chú,,
BANKMONI,FileName,Tên file đính kèm,,
BANKMONI,FileData,File đính kèm,,
BANKMONI,IdOld,ID hệ thống cũ,,
BANKMONI,IsDataMigration,Trạng thái đồng bộ dữ liệu,,
BRANCHS,id,ID bản ghi,PK,
BRANCHS,name,Tên chi nhánh,,
BRANCHS,ename,Tên tiếng Anh,,
BRANCHS,ShortName,Tên viết tắt,,
BRANCHS,NaId,Quốc gia công ty mẹ,,FK suy luận → NATIONAL.Id
BRANCHS,Address,Địa chỉ,,
BRANCHS,Telephone,Điện thoại,,
BRANCHS,Fax,Fax,,
BRANCHS,Email,Email,,
BRANCHS,Website,Website,,
BRANCHS,StatusId,ID trạng thái. Dữ liệu lấy từ trường ID của bảng STATUS.,FK,FK → STATUS.Id
BRANCHS,IdNo,Số GPKD,,
BRANCHS,IdDate,Ngày cấp GPKD,,
BRANCHS,IdAdd,Nơi cấp GPKD,,
BRANCHS,RegNo,Số GPHĐ,,
BRANCHS,RegDate,Ngày cấp GPHĐ,,
BRANCHS,RegAdd,Nơi cấp GPHĐ,,
BRANCHS,CodeTax,Mã số thuế,,
BRANCHS,Capital,Vốn được cấp (VNĐ),,
BRANCHS,StartDate,Hoạt động từ ngày,,
BRANCHS,EndDate,Hoạt động đến ngày,,
BRANCHS,CompanyNameParent,Tên công ty mẹ,,
BRANCHS,CertNoParent,Số ĐKKD công ty mẹ,,
BRANCHS,AddParent,Địa chỉ công ty mẹ,,
BRANCHS,IdNoParent,,,
BRANCHS,Description,Ghi chú,,
BRANCHS,FileName,Tên file đính kèm,,
BRANCHS,FileData,File đính kèm,,
BRANCHS,Deleted,Trạng thái xóa của bản ghi: 0: Không bị xóa 1: Bị xóa,,
BRANCHS,DateCreated,Ngày tạo,,
BRANCHS,CreatedBy,Người tạo,,
BRANCHS,DateModified,Ngày sửa,,
BRANCHS,ModifyBy,Người sửa,,
BRANCHS,IdOld,ID hệ thống cũ,,
BRANCHS,IsDataMigration,Trạng thái đồng bộ dữ liệu,,
BRANCHSBUSINES,BraId,ID CN công ty QLQ NN tại VN. Dữ liệu lấy từ trường ID của bảng BRANCHS.,FK,FK → BRANCHS.Id
BRANCHSBUSINES,BuId,ID nghiệp vụ kinh doanh. Dữ liệu lấy từ trường ID của bảng BUSINESS.,FK,FK → BUSINESS.Id
INFODISCREPRES,Id,ID bản ghi,PK,
INFODISCREPRES,Deleted,Trạng thái xóa của bản ghi: 0: Không bị xóa 1: Bị xóa,,
INFODISCREPRES,DateCreated,Ngày tạo,,
INFODISCREPRES,CreatedBy,Người tạo,,
INFODISCREPRES,DateModified,Ngày sửa,,
INFODISCREPRES,ModifyBy,Người sửa,,
INFODISCREPRES,Address,Địa chỉ,,
INFODISCREPRES,CertNo,Số giấy phép ĐKKD,,
INFODISCREPRES,DateOfBirth,Ngày sinh,,
INFODISCREPRES,Description,Mô tả,,
INFODISCREPRES,EName,Tên tiếng Anh,,
INFODISCREPRES,Email,Email,,
INFODISCREPRES,Fax,Fax,,
INFODISCREPRES,FileData,Tên file đính kèm,,
INFODISCREPRES,FileName,File đính kèm,,
INFODISCREPRES,IdAdd,Số CCCD,,
INFODISCREPRES,IdDate,Ngày cấp CCCD,,
INFODISCREPRES,IdNo,Nơi cấp CCCD,,
INFODISCREPRES,NaId,ID quốc gia. Dữ liệu lấy từ trường ID của bảng NATIONAL.,FK,FK → NATIONAL.Id
INFODISCREPRES,Name,Tên người đại diện,,
INFODISCREPRES,ObjectType,Loại hình: 1: Cá nhân 2: Tổ chức,,
INFODISCREPRES,Sex,Giới tính: 1: Nam 2: Nữ,,
INFODISCREPRES,ShortName,Tên viết tắt,,
INFODISCREPRES,StatusId,ID trạng thái. Dữ liệu lấy từ trường ID của bảng STATUS.,FK,FK → STATUS.Id
INFODISCREPRES,Telephone,Điện thoại,,
INFODISCREPRES,Website,Website,,
INFODISCREPRES,IdOld,ID hệ thống cũ,,
INFODISCREPRES,IsDataMigration,Trạng thái đồng bộ dữ liệu,,
INDIREBUSINESS,FundId,ID người đại diện CBTT. Dữ liệu lấy từ trường ID của bảng INFODISCREPRES.,FK,FK → INFODISCREPRES.Id
INDIREBUSINESS,BuId,ID nghiệp vụ kinh doanh. Dữ liệu lấy từ trường ID của bảng BUSINESS.,FK,FK → BUSINESS.Id
PARAWARN,Id,ID bản ghi,PK,
PARAWARN,Deleted,Trạng thái xóa của bản ghi: 0: Không bị xóa 1: Bị xóa,,
PARAWARN,DateCreated,Ngày tạo,,
PARAWARN,CreatedBy,Người tạo,,
PARAWARN,DateModified,Ngày sửa,,
PARAWARN,ModifyBy,Người sửa,,
PARAWARN,Name,Tên tham số,,
PARAWARN,Note,Mô tả,,
PARAWARN,LegalCode,,,
PARAWARN,FormulaInfo,Công thức tham số,,
PARAWARN,FormulaInfoInvestor,Công thức lấy ra nhà đầu tư,,
PARAWARN,Status,Trạng thái: 1: Sử dụng 0: Không sử dụng,,
PARAWARN,SystemObject,Đối tượng cảnh báo: 1: Công ty QLQ 2: Công ty chứng khoán 3: Ngân hàng lưu ký 4: Trung tâm lưu ký 5: Sở giao dịch CK 6: Người đại diện CBTT 7: CN công ty QLQ NN tại VN,,
CDTWARN,Id,ID bản ghi,PK,
CDTWARN,Deleted,Trạng thái xóa của bản ghi: 0: Không bị xóa 1: Bị xóa,,
CDTWARN,DateCreated,Ngày tạo,,
CDTWARN,CreatedBy,Người tạo,,
CDTWARN,DateModified,Ngày sửa,,
CDTWARN,ModifyBy,Người sửa,,
CDTWARN,PrWId,ID tham số cảnh báo. Lấy dữ liệu từ trường ID của bảng PARAWARN,,
CDTWARN,Name,Tên điều kiện cảnh báo,,
CDTWARN,CompareType,So sánh với: 1: Tham số khác 0: Giá trị cố định,,
CDTWARN,OtherWId,ID tham số cảnh báo khác. Lấy dữ liệu từ trường ID của bảng PARAWARN,,
CDTWARN,OtherWIdCondition,Điều kiện so sánh với tham số khác,,
CDTWARN,FromValue,Cận dưới,,
CDTWARN,FromValueCondition,Điều kiện cận dưới: 1: \>= 0: \>,,
CDTWARN,ToValue,Cận trên,,
CDTWARN,ToValueCondition,Điều kiện cận trên: 1: \<= 0: \<,,
CDTWARN,Status,Trạng thái: 1: Sử dụng 0: Không sử dụng,,
CDTWARN,PrWPeriodType,Kỳ tham số,,
CDTWARN,PrWPeriodValue,Giá trị kỳ tham số,,
CDTWARN,OtherWPeriodType,Kỳ tham số khác,,
CDTWARN,OtherWPeriodValue,Giá trị kỳ tham số khác,,
CDTWARN,NumberDayRun,Thời gian chạy cảnh báo,,
VIOLT,Id,ID bản ghi,PK,
VIOLT,UserId,,,FK suy luận → USERS.Id
VIOLT,PrWId,ID tham số cảnh báo. Lấy dữ liệu từ trường ID của bảng PARAWARN,,
VIOLT,CdtWId,ID điều kiện cảnh báo. Lấy dữ liệu từ trường ID của bảng CDTWARN,,
VIOLT,SystemObject,Đối tượng vi phạm: 1: Công ty QLQ 2: Công ty chứng khoán 3: Ngân hàng lưu ký 4: Trung tâm lưu ký 5: Sở giao dịch CK 6: Người đại diện CBTT 7: CN công ty QLQ NN tại VN,,
VIOLT,InvestorName,Nhà đầu tư,,
VIOLT,YearValue,Năm cảnh báo,,
VIOLT,PeriodType,Kỳ cảnh báo,,
VIOLT,PeriodValue,Giá trị kỳ,,
VIOLT,Status,Trạng thái: 0: Chưa khắc phục 1: Khắc phục,,
VIOLT,Value,Giá trị,,
VIOLT,DateCreatedViolt,Ngày cảnh báo,,
VIOLT,FundComId,ID công ty QLQ,,FK suy luận → FUNDCOMPANY.Id
VIOLT,SecComId,ID công ty chứng khoán,,FK suy luận → SECURITIESCOMPANY.Id
VIOLT,BankId,ID ngân hàng lưu ký,,FK suy luận → BANKMONI.Id
VIOLT,DepCenId,ID Tổng công ty Lưu ký và Bù trừ chứng khoán VN,,FK suy luận → DEPOSITORYCENTER.Id
VIOLT,StockCenId,ID của Sở giao dịch chứng khoán,,FK suy luận → STOCKEXCHANGE.Id
VIOLT,InDiRepCenId,ID Người đại diện CBTT,,FK suy luận → INFODISCREPRES.Id
VIOLT,BranchsId,ID CN công ty QLQ NN tại VN,,FK suy luận → BRANCHS.Id
VIOLT,PeriodTypeOther,Kỳ tham số so sánh,,
VIOLT,PeriodValueOther,Giá trị kỳ tham số so sánh,,
VIOLT,ValueOther,Giá trị tham số so sánh,,
AUTHOANNOUNCE,id,ID bản ghi,PK,
AUTHOANNOUNCE,Deleted,Trạng thái xóa của bản ghi: 0: Không bị xóa 1: Bị xóa,,
AUTHOANNOUNCE,DateCreated,Ngày tạo,,
AUTHOANNOUNCE,CreatedBy,Người tạo,,
AUTHOANNOUNCE,DateModified,Ngày sửa,,
AUTHOANNOUNCE,ModifyBy,Người sửa,,
AUTHOANNOUNCE,InfoDiscRepresId,ID người đại diện CBTT. Lấy dữ liệu từ trường ID của bảng INFODISCREPRES.,,FK suy luận → INFODISCREPRES.Id
AUTHOANNOUNCE,RelationshipId,ID mối quan hệ. Lấy dữ liệu từ trường ID của bảng RELATIONSHIP.,,FK suy luận → RELATIONSHIP.Id
AUTHOANNOUNCE,RelatedPropertiesId,ID hình thực liên quan. Lấy dữ liệu từ trường ID của bảng RELATEDPROPERTIES.,,FK suy luận → RELATEDPROPERTIES.Id
AUTHOANNOUNCE,SDate,Có hiệu lực từ ngày,,
AUTHOANNOUNCE,EDate,Có hiệu lực đến ngày,,
AUTHOANNOUNCE,FileData,File đính kèm,,
AUTHOANNOUNCE,IdOld,ID hệ thống cũ,,
AUTHOANNOUNCEHIS,id,ID bản ghi,PK,
AUTHOANNOUNCEHIS,Deleted,Trạng thái xóa của bản ghi: 0: Không bị xóa 1: Bị xóa,,
AUTHOANNOUNCEHIS,DateCreated,Ngày tạo,,
AUTHOANNOUNCEHIS,CreatedBy,Người tạo,,
AUTHOANNOUNCEHIS,DateModified,Ngày sửa,,
AUTHOANNOUNCEHIS,ModifyBy,Người sửa,,
AUTHOANNOUNCEHIS,IdOld,ID ủy quyền CBTT. Lấy dữ liệu từ trường ID của bảng AUTHOANNOUNCE.,,
AUTHOANNOUNCEHIS,InfoDiscRepresId,ID người đại diện CBTT. Lấy dữ liệu từ trường ID của bảng INFODISCREPRES.,,FK suy luận → INFODISCREPRES.Id
AUTHOANNOUNCEHIS,RelationshipId,ID mối quan hệ. Lấy dữ liệu từ trường ID của bảng RELATIONSHIP.,,FK suy luận → RELATIONSHIP.Id
AUTHOANNOUNCEHIS,RelatedPropertiesId,ID hình thực liên quan. Lấy dữ liệu từ trường ID của bảng RELATEDPROPERTIES.,,FK suy luận → RELATEDPROPERTIES.Id
AUTHOANNOUNCEHIS,SDate,Có hiệu lực từ ngày,,
AUTHOANNOUNCEHIS,EDate,Có hiệu lực đến ngày,,
AUTHOANNOUNCEHIS,IdOld,ID hệ thống cũ,,
AUTHOANNOUNCEHIS,FileData,File đính kèm,,
ANNOUNCEINVES,AuAnnId,ID ủy quyền CBTT. Lấy dữ liệu từ trường ID của bảng AUTHOANNOUNCE.,"PK, FK",FK suy luận từ mô tả
ANNOUNCEINVES,InvesId,ID NĐT NN. Lấy dữ liệu từ trường ID của bảng INVESTOR.,"PK, FK",FK → INVESTORTYPE.Id (suy luận từ tên trường)
ANNOUNCEINVESHIS,AuAnnId,ID lịch sử ủy quyền CBTT. Lấy dữ liệu từ trường ID của bảng AUTHOANNOUNCEHIS.,"PK, FK",FK suy luận từ mô tả
ANNOUNCEINVESHIS,InvesId,ID NĐT NN. Lấy dữ liệu từ trường ID của bảng INVESTOR.,"PK, FK",FK → INVESTORTYPE.Id (suy luận từ tên trường)
ANNOUNCE,Id,ID bản ghi,PK,
ANNOUNCE,Deleted,Trạng thái xóa của bản ghi: 0: Không bị xóa 1: Bị xóa,,
ANNOUNCE,DateCreated,Ngày tạo,,
ANNOUNCE,CreatedBy,Người tạo,,
ANNOUNCE,DateModified,Ngày sửa,,
ANNOUNCE,ModifyBy,Người sửa,,
ANNOUNCE,InRepId,ID báo cáo thành viên,,
ANNOUNCE,YearValue,Năm báo cáo,,
ANNOUNCE,PeriodValue,Giá trị kỳ,,
ANNOUNCE,PeriodType,Kỳ báo cáo: 1: Ngày 2: Tuần 3: Nửa tháng 4: Tháng 5: Quý 6: Bán niên 7: Năm,,
ANNOUNCE,AnnounceTypeId,Loại CBTT. Dữ liệu lấy từ trường ID của bảng ANNOUNCETYPE,FK,FK → ANNOUNCETYPE.Id
ANNOUNCE,Name,Tiêu đề,,
ANNOUNCE,contentSummary,Nội dung trích yếu,,
ANNOUNCE,DateAnnounce,Ngày CBTT,,
ANNOUNCE,Description,Ghi chú,,
ANNOUNCE,FileName,Tên File đính kèm,,
ANNOUNCE,FileData,File đính kèm,,
ANNOUNCE,Status,Trạng thái CBTT: 0: Chưa gửi 1: Đã CBTT,,
ANNOUNCE,SendAnnounceBy,Người gửi tin CBTT,,
ANNOUNCE,InvestorData,ID nhà đầu tư,,
ANNOUNCE,InvestorDataName,Tên nhà đầu tư,,
DOCUMENT,id,ID bản ghi,PK,
DOCUMENT,Deleted,Trạng thái xóa của bản ghi: 0: Không bị xóa 1: Bị xóa,,
DOCUMENT,DateCreated,Ngày tạo,,
DOCUMENT,CreatedBy,Người tạo,,
DOCUMENT,DateModified,Ngày sửa,,
DOCUMENT,ModifyBy,Người sửa,,
DOCUMENT,Name,Tên tài liệu,,
DOCUMENT,FileData,File tài liệu,,
DOCUMENT,SystemObjects,Loại đối tượng: 1: Công ty QLQ 2: Công ty chứng khoán 3: Ngân hàng lưu ký 4: Trung tâm lưu ký 5: Sở giao dịch CK 6: Người đại diện CBTT 7: CN công ty QLQ NN tại VN,,
DOCUMENT,Description,Mô tả,,
DOCUMENT,Status,Trạng thái,,
EMAILSENTSYSTEM,id,ID bản ghi,PK,
EMAILSENTSYSTEM,Deleted,Trạng thái xóa của bản ghi: 0: Không bị xóa 1: Bị xóa,,
EMAILSENTSYSTEM,DateCreated,Ngày tạo,,
EMAILSENTSYSTEM,CreatedBy,Người tạo,,
EMAILSENTSYSTEM,DateModified,Ngày sửa,,
EMAILSENTSYSTEM,ModifyBy,Người sửa,,
EMAILSENTSYSTEM,UFrom,Người nhận,,
EMAILSENTSYSTEM,UTo,Người gửi,,
EMAILSENTSYSTEM,Title,Tiêu đề,,
EMAILSENTSYSTEM,Body,Nội dung,,
EMAILSENTSYSTEM,FileData,File đính kèm,,
EMAILSENTSYSTEM,Status,Trạng thái: 1: Đã gửi 0: Bản nháp,,
EMAILSENTSYSTEM,SendDate,Ngày gửi,,
EMAILSENTSYSTEM,DetailExcerpt,Đường dẫn file,,
SYSEMAIL,Id,ID bản ghi,PK,
SYSEMAIL,Deleted,Trạng thái xóa của bản ghi: 0: Không bị xóa 1: Bị xóa,,
SYSEMAIL,DateCreated,Ngày tạo,,
SYSEMAIL,CreatedBy,Người tạo,,
SYSEMAIL,DateModified,Ngày sửa,,
SYSEMAIL,ModifyBy,Người sửa,,
SYSEMAIL,UToId,Người gửi,,
SYSEMAIL,UFromId,Người nhận,,
SYSEMAIL,ParentId,ID trao đổi thông tin. Lấy dữ liệu từ trường ID của bảng EMAILSENTSYSTEM,,
SYSEMAIL,Title,Tiêu đề,,
SYSEMAIL,Body,Nội dung,,
SYSEMAIL,FileData,File đính kèm,,
SYSEMAIL,Status,Trạng thái: 1: Đã gửi 0: Bản nháp,,
SYSEMAIL,IsSendEmail,Có gửi email không: 1: Có 0: không gưi,,
SYSEMAIL,SendDate,Ngày gửi,,
SYSTEMINTEGRATIONCONFIG,Id,ID bản ghi,PK,
SYSTEMINTEGRATIONCONFIG,Deleted,Trạng thái xóa của bản ghi: 0: Không bị xóa 1: Bị xóa,,
SYSTEMINTEGRATIONCONFIG,DateCreated,Ngày tạo,,
SYSTEMINTEGRATIONCONFIG,CreatedBy,Người tạo,,
SYSTEMINTEGRATIONCONFIG,DateModified,Ngày sửa,,
SYSTEMINTEGRATIONCONFIG,ModifyBy,Người sửa,,
SYSTEMINTEGRATIONCONFIG,Name,Tên cấu hình,,
SYSTEMINTEGRATIONCONFIG,Status,Trạng thái: 1: Đang sử dụng 0: Dừng sử dụng,,
SYSTEMINTEGRATIONCONFIG,Content,Dữ liệu trao đổi,,
SYSTEMINTEGRATIONCONFIG,AddressConnect,Địa chỉ kết nối,,
SYSTEMINTEGRATIONCONFIG,PortConnect,Port kết nối,,
SYSTEMINTEGRATIONCONFIG,UserConnect,Tài khoản kết nối,,
SYSTEMINTEGRATIONCONFIG,PasswordConnect,Mật khẩu kết nối,,
SYSTEMINTEGRATIONCONFIG,DataType,Loại dữ liệu,,
SYSTEMINTEGRATIONCONFIG,MethodType,Phương thức truyền nhận,,
SYSTEMINTEGRATIONCONFIG,LanguageConnect,Ngôn ngữ trao đổi,,
SYSTEMINTEGRATIONCONFIG,TimeoutRequest,Giới hạn thời gian kết nối (phút),,
SYSTEMINTEGRATIONDATA,Id,ID bản ghi,PK,
SYSTEMINTEGRATIONDATA,Deleted,Trạng thái xóa của bản ghi: 0: Không bị xóa 1: Bị xóa,,
SYSTEMINTEGRATIONDATA,DateCreated,Ngày tạo,,
SYSTEMINTEGRATIONDATA,CreatedBy,Người tạo,,
SYSTEMINTEGRATIONDATA,DateModified,Ngày sửa,,
SYSTEMINTEGRATIONDATA,ModifyBy,Người sửa,,
SYSTEMINTEGRATIONDATA,Code,Gói tin,,
SYSTEMINTEGRATIONDATA,Status,Trạng thái: 1: Thành công 0: Thất bại,,
SYSTEMINTEGRATIONDATA,DataIntegration,Dữ liệu gói tin,,
SYSTEMINTEGRATIONDATA,SystemIntegrationConfigId,ID bản ghi cấu hình. Dữ liệu lấy từ trường ID của bảng SYSTEMINTEGRATIONCONFIG,FK,FK → SYSTEMINTEGRATIONCONFIG.Id
SYSTEMINTEGRATIONDATA,DataFileImport,File data,,
